Município,UF,SoloId,Cultura,Ciclo,cad,2/1/2019
Sapiranga,RS,1,Milho,Grupo I,43.2,
Sapiranga,RS,2,Milho,Grupo I,60.0,49.42
Sapiranga,RS,3,Milho,Grupo I,76.8,45.84
Sapiranga,RS,1,Milho,Grupo II,43.2,
Sapiranga,RS,2,Milho,Grupo II,60.0,47.57
Sapiranga,RS,3,Milho,Grupo II,76.8,43.71
Sapiranga,RS,1,Milho,Grupo III,43.2,
Sapiranga,RS,2,Milho,Grupo III,60.0,54.86
Sapiranga,RS,3,Milho,Grupo III,76.8,50.56
Canoas,RS,1,Milho,Grupo I,43.2,
Canoas,RS,2,Milho,Grupo I,60.0,
Canoas,RS,3,Milho,Grupo I,76.8,48.25
Canoas,RS,1,Milho,Grupo II,43.2,
Canoas,RS,2,Milho,Grupo II,60.0,
Canoas,RS,3,Milho,Grupo II,76.8,47.69
Canoas,RS,1,Milho,Grupo III,43.2,
Canoas,RS,2,Milho,Grupo III,60.0,
Canoas,RS,3,Milho,Grupo III,76.8,54.89
Canela,RS,1,Milho,Grupo I,43.2,
Canela,RS,2,Milho,Grupo I,60.0,18.43
Canela,RS,3,Milho,Grupo I,76.8,15.38
Canela,RS,1,Milho,Grupo II,43.2,22.63
Canela,RS,2,Milho,Grupo II,60.0,17.73
Canela,RS,3,Milho,Grupo II,76.8,14.63
Canela,RS,1,Milho,Grupo III,43.2,27.13
Canela,RS,2,Milho,Grupo III,60.0,21.41
Canela,RS,3,Milho,Grupo III,76.8,17.72
Veranópolis,RS,1,Milho,Grupo I,43.2,42.07
Veranópolis,RS,2,Milho,Grupo I,60.0,38.84
Veranópolis,RS,3,Milho,Grupo I,76.8,36.07
Veranópolis,RS,1,Milho,Grupo II,43.2,39.04
Veranópolis,RS,2,Milho,Grupo II,60.0,35.6
Veranópolis,RS,3,Milho,Grupo II,76.8,32.62
Veranópolis,RS,1,Milho,Grupo III,43.2,45.5
Veranópolis,RS,2,Milho,Grupo III,60.0,41.3
Veranópolis,RS,3,Milho,Grupo III,76.8,37.74
Planalto,RS,1,Milho,Grupo I,43.2,
Planalto,RS,2,Milho,Grupo I,60.0,42.16
Planalto,RS,3,Milho,Grupo I,76.8,38.46
Planalto,RS,1,Milho,Grupo II,43.2,
Planalto,RS,2,Milho,Grupo II,60.0,39.51
Planalto,RS,3,Milho,Grupo II,76.8,35.6
Planalto,RS,1,Milho,Grupo III,43.2,
Planalto,RS,2,Milho,Grupo III,60.0,46.8
Planalto,RS,3,Milho,Grupo III,76.8,42.35
Porto Alegre,RS,1,Milho,Grupo I,43.2,
Porto Alegre,RS,2,Milho,Grupo I,60.0,
Porto Alegre,RS,3,Milho,Grupo I,76.8,48.25
Porto Alegre,RS,1,Milho,Grupo II,43.2,
Porto Alegre,RS,2,Milho,Grupo II,60.0,
Porto Alegre,RS,3,Milho,Grupo II,76.8,47.69
Porto Alegre,RS,1,Milho,Grupo III,43.2,
Porto Alegre,RS,2,Milho,Grupo III,60.0,
Porto Alegre,RS,3,Milho,Grupo III,76.8,54.89
Soledade,RS,1,Milho,Grupo I,43.2,48.97
Soledade,RS,2,Milho,Grupo I,60.0,42.51
Soledade,RS,3,Milho,Grupo I,76.8,37.76
Soledade,RS,1,Milho,Grupo II,43.2,
Soledade,RS,2,Milho,Grupo II,60.0,39.35
Soledade,RS,3,Milho,Grupo II,76.8,34.55
Soledade,RS,1,Milho,Grupo III,43.2,52.15
Soledade,RS,2,Milho,Grupo III,60.0,45.18
Soledade,RS,3,Milho,Grupo III,76.8,39.95
Tucunduva,RS,1,Milho,Grupo I,43.2,
Tucunduva,RS,2,Milho,Grupo I,60.0,
Tucunduva,RS,3,Milho,Grupo I,76.8,28.62
Tucunduva,RS,1,Milho,Grupo II,43.2,
Tucunduva,RS,2,Milho,Grupo II,60.0,
Tucunduva,RS,3,Milho,Grupo II,76.8,29.09
Tucunduva,RS,1,Milho,Grupo III,43.2,
Tucunduva,RS,2,Milho,Grupo III,60.0,43.18
Tucunduva,RS,3,Milho,Grupo III,76.8,38.21
Mata,RS,1,Milho,Grupo I,43.2,
Mata,RS,2,Milho,Grupo I,60.0,64.7
Mata,RS,3,Milho,Grupo I,76.8,62.13
Mata,RS,1,Milho,Grupo II,43.2,
Mata,RS,2,Milho,Grupo II,60.0,61.19
Mata,RS,3,Milho,Grupo II,76.8,58.51
Mata,RS,1,Milho,Grupo III,43.2,69.63
Mata,RS,2,Milho,Grupo III,60.0,66.18
Mata,RS,3,Milho,Grupo III,76.8,63.23
Lavras Do Sul,RS,1,Milho,Grupo I,43.2,
Lavras Do Sul,RS,2,Milho,Grupo I,60.0,
Lavras Do Sul,RS,3,Milho,Grupo I,76.8,67.03
Lavras Do Sul,RS,1,Milho,Grupo II,43.2,
Lavras Do Sul,RS,2,Milho,Grupo II,60.0,
Lavras Do Sul,RS,3,Milho,Grupo II,76.8,67.78
Lavras Do Sul,RS,1,Milho,Grupo III,43.2,
Lavras Do Sul,RS,2,Milho,Grupo III,60.0,77.28
Lavras Do Sul,RS,3,Milho,Grupo III,76.8,75.28
Jacutinga,RS,1,Milho,Grupo I,43.2,14.18
Jacutinga,RS,2,Milho,Grupo I,60.0,8.93
Jacutinga,RS,3,Milho,Grupo I,76.8,5.65
Jacutinga,RS,1,Milho,Grupo II,43.2,13.27
Jacutinga,RS,2,Milho,Grupo II,60.0,8.59
Jacutinga,RS,3,Milho,Grupo II,76.8,5.63
Jacutinga,RS,1,Milho,Grupo III,43.2,15.48
Jacutinga,RS,2,Milho,Grupo III,60.0,10.41
Jacutinga,RS,3,Milho,Grupo III,76.8,7.13
Marau,RS,1,Milho,Grupo I,43.2,42.51
Marau,RS,2,Milho,Grupo I,60.0,35.86
Marau,RS,3,Milho,Grupo I,76.8,30.98
Marau,RS,1,Milho,Grupo II,43.2,48.65
Marau,RS,2,Milho,Grupo II,60.0,41.85
Marau,RS,3,Milho,Grupo II,76.8,36.52
Marau,RS,1,Milho,Grupo III,43.2,62.95
Marau,RS,2,Milho,Grupo III,60.0,56.24
Marau,RS,3,Milho,Grupo III,76.8,50.48
Palmitinho,RS,1,Milho,Grupo I,43.2,
Palmitinho,RS,2,Milho,Grupo I,60.0,
Palmitinho,RS,3,Milho,Grupo I,76.8,11.84
Palmitinho,RS,1,Milho,Grupo II,43.2,
Palmitinho,RS,2,Milho,Grupo II,60.0,15.67
Palmitinho,RS,3,Milho,Grupo II,76.8,12.12
Palmitinho,RS,1,Milho,Grupo III,43.2,
Palmitinho,RS,2,Milho,Grupo III,60.0,20.4
Palmitinho,RS,3,Milho,Grupo III,76.8,16.1
Passo Fundo,RS,1,Milho,Grupo I,43.2,42.51
Passo Fundo,RS,2,Milho,Grupo I,60.0,35.86
Passo Fundo,RS,3,Milho,Grupo I,76.8,30.98
Passo Fundo,RS,1,Milho,Grupo II,43.2,
Passo Fundo,RS,2,Milho,Grupo II,60.0,41.85
Passo Fundo,RS,3,Milho,Grupo II,76.8,36.52
Passo Fundo,RS,1,Milho,Grupo III,43.2,62.95
Passo Fundo,RS,2,Milho,Grupo III,60.0,56.24
Passo Fundo,RS,3,Milho,Grupo III,76.8,50.48
São Leopoldo,RS,1,Milho,Grupo I,43.2,
São Leopoldo,RS,2,Milho,Grupo I,60.0,
São Leopoldo,RS,3,Milho,Grupo I,76.8,45.84
São Leopoldo,RS,1,Milho,Grupo II,43.2,
São Leopoldo,RS,2,Milho,Grupo II,60.0,
São Leopoldo,RS,3,Milho,Grupo II,76.8,43.71
São Leopoldo,RS,1,Milho,Grupo III,43.2,
São Leopoldo,RS,2,Milho,Grupo III,60.0,54.86
São Leopoldo,RS,3,Milho,Grupo III,76.8,50.56
São Luiz Gonzaga,RS,1,Milho,Grupo I,43.2,
São Luiz Gonzaga,RS,2,Milho,Grupo I,60.0,46.71
São Luiz Gonzaga,RS,3,Milho,Grupo I,76.8,42.04
São Luiz Gonzaga,RS,1,Milho,Grupo II,43.2,
São Luiz Gonzaga,RS,2,Milho,Grupo II,60.0,43.95
São Luiz Gonzaga,RS,3,Milho,Grupo II,76.8,39.05
São Luiz Gonzaga,RS,1,Milho,Grupo III,43.2,56.47
São Luiz Gonzaga,RS,2,Milho,Grupo III,60.0,49.23
São Luiz Gonzaga,RS,3,Milho,Grupo III,76.8,43.81
Santo Augusto,RS,1,Milho,Grupo I,43.2,
Santo Augusto,RS,2,Milho,Grupo I,60.0,54.58
Santo Augusto,RS,3,Milho,Grupo I,76.8,50.03
Santo Augusto,RS,1,Milho,Grupo II,43.2,
Santo Augusto,RS,2,Milho,Grupo II,60.0,50.9
Santo Augusto,RS,3,Milho,Grupo II,76.8,46.28
Santo Augusto,RS,1,Milho,Grupo III,43.2,63.43
Santo Augusto,RS,2,Milho,Grupo III,60.0,57.39
Santo Augusto,RS,3,Milho,Grupo III,76.8,52.57
São Sepé,RS,1,Milho,Grupo I,43.2,
São Sepé,RS,2,Milho,Grupo I,60.0,42.87
São Sepé,RS,3,Milho,Grupo I,76.8,39.59
São Sepé,RS,1,Milho,Grupo II,43.2,
São Sepé,RS,2,Milho,Grupo II,60.0,
São Sepé,RS,3,Milho,Grupo II,76.8,37.04
São Sepé,RS,1,Milho,Grupo III,43.2,52.8
São Sepé,RS,2,Milho,Grupo III,60.0,46.19
São Sepé,RS,3,Milho,Grupo III,76.8,42.19
Taquara,RS,1,Milho,Grupo I,43.2,
Taquara,RS,2,Milho,Grupo I,60.0,49.42
Taquara,RS,3,Milho,Grupo I,76.8,45.84
Taquara,RS,1,Milho,Grupo II,43.2,
Taquara,RS,2,Milho,Grupo II,60.0,47.57
Taquara,RS,3,Milho,Grupo II,76.8,43.71
Taquara,RS,1,Milho,Grupo III,43.2,
Taquara,RS,2,Milho,Grupo III,60.0,54.86
Taquara,RS,3,Milho,Grupo III,76.8,50.56
Cacique Doble,RS,1,Milho,Grupo I,43.2,31.56
Cacique Doble,RS,2,Milho,Grupo I,60.0,26.49
Cacique Doble,RS,3,Milho,Grupo I,76.8,23.01
Cacique Doble,RS,1,Milho,Grupo II,43.2,28.53
Cacique Doble,RS,2,Milho,Grupo II,60.0,23.66
Cacique Doble,RS,3,Milho,Grupo II,76.8,20.28
Cacique Doble,RS,1,Milho,Grupo III,43.2,32.45
Cacique Doble,RS,2,Milho,Grupo III,60.0,26.93
Cacique Doble,RS,3,Milho,Grupo III,76.8,23.07
Cacequi,RS,1,Milho,Grupo I,43.2,
Cacequi,RS,2,Milho,Grupo I,60.0,
Cacequi,RS,3,Milho,Grupo I,76.8,65.34
Cacequi,RS,1,Milho,Grupo II,43.2,
Cacequi,RS,2,Milho,Grupo II,60.0,
Cacequi,RS,3,Milho,Grupo II,76.8,63.18
Cacequi,RS,1,Milho,Grupo III,43.2,
Cacequi,RS,2,Milho,Grupo III,60.0,71.83
Cacequi,RS,3,Milho,Grupo III,76.8,69.17
Garibaldi,RS,1,Milho,Grupo I,43.2,
Garibaldi,RS,2,Milho,Grupo I,60.0,38.76
Garibaldi,RS,3,Milho,Grupo I,76.8,34.33
Garibaldi,RS,1,Milho,Grupo II,43.2,
Garibaldi,RS,2,Milho,Grupo II,60.0,37.47
Garibaldi,RS,3,Milho,Grupo II,76.8,32.45
Garibaldi,RS,1,Milho,Grupo III,43.2,50.63
Garibaldi,RS,2,Milho,Grupo III,60.0,43.22
Garibaldi,RS,3,Milho,Grupo III,76.8,37.7
Faxinal Do Soturno,RS,1,Milho,Grupo I,43.2,
Faxinal Do Soturno,RS,2,Milho,Grupo I,60.0,54.63
Faxinal Do Soturno,RS,3,Milho,Grupo I,76.8,49.37
Faxinal Do Soturno,RS,1,Milho,Grupo II,43.2,
Faxinal Do Soturno,RS,2,Milho,Grupo II,60.0,50.59
Faxinal Do Soturno,RS,3,Milho,Grupo II,76.8,45.21
Faxinal Do Soturno,RS,1,Milho,Grupo III,43.2,61.7
Faxinal Do Soturno,RS,2,Milho,Grupo III,60.0,54.82
Faxinal Do Soturno,RS,3,Milho,Grupo III,76.8,49.11
Pejuçara,RS,1,Milho,Grupo I,43.2,
Pejuçara,RS,2,Milho,Grupo I,60.0,50.96
Pejuçara,RS,3,Milho,Grupo I,76.8,45.47
